"","ENSEMBL","SYMBOL","Cov1","Cov2","Cov3","Mock1","Mock2","Mock3"
"23024","ENSG00000237342","1_AL132796",0,0,0,0,0,0
"23025","ENSG00000237343","1_AC246785",2,0,0,3,22,4
"23026","ENSG00000237346","2_AL080313",0,0,2,3,0,3
"23027","ENSG00000237352","4_LINC01358",17,7,2,20,22,18
"23028","ENSG00000237353","7_PATE4",2,0,0,0,3,5
"23029","ENSG00000237356","7_AL365295",39,53,16,55,52,60
"23030","ENSG00000237357","2_BX088651",31,33,26,115,152,105
"23032","ENSG00000237361","3_TUSC8",1,1,8,8,9,8
"23033","ENSG00000237365","1_AL512330",0,0,0,0,0,1
"23035","ENSG00000237371","1_AL355803",0,0,0,0,0,0
"23036","ENSG00000237372","4_AL606807",0,1,1,1,2,0
"23037","ENSG00000237373","1_BRWD1-IT1",5,2,0,2,2,0
"23038","ENSG00000237377","2_AC005703",0,0,0,4,0,1
"23039","ENSG00000237378","3_AL445989",0,1,0,9,6,3
"23040","ENSG00000237380","7_HOXD-AS2",15,31,5,29,140,47
"23041","ENSG00000237385","1_AL583839",0,2,0,1,4,3
"23042","ENSG00000237387","1_AL022329",0,4,0,1,0,3
"23043","ENSG00000237388","2_OR4A47",0,1,0,1,0,0
"23045","ENSG00000237390","1_AL139130",3,5,7,17,10,18
"23046","ENSG00000237396","1_LNCNEF",0,1,0,1,1,0
"23047","ENSG00000237399","7_PITRM1-AS1",29,31,11,10,21,17
"23048","ENSG00000237400","1_AC006960",0,0,0,0,1,0
"23049","ENSG00000237401","8_LINC01304",8,18,5,39,28,15
"23050","ENSG00000237402","1_CAMTA1-IT1",0,1,0,8,22,2
"23051","ENSG00000237407","1_AP000552",0,0,0,0,0,0
"23052","ENSG00000237410","1_NRXN2-AS1",0,0,0,1,0,0
"23053","ENSG00000237412","7_PRSS56",0,1,0,1,12,1
"23054","ENSG00000237413","5_AC096531",0,12,6,5,0,6
"23056","ENSG00000237419","1_AL954642",0,0,1,1,0,0
"23058","ENSG00000237423","3_LINC01522",1,6,9,30,8,28
"23059","ENSG00000237424","1_FOXD2-AS1",0,5,2,13,1,1
"23060","ENSG00000237429","1_BX293535",1,0,4,17,21,2
"23061","ENSG00000237435","10_LINC02790",16,8,4,28,18,15
"23062","ENSG00000237436","1_CAMTA1-DT",0,1,0,5,3,3
"23063","ENSG00000237440","9_ZNF737",72,68,66,280,186,292
"23064","ENSG00000237441","10_RGL2",1347,960,1264,2753,1712,2925
"23065","ENSG00000237445","2_AL359771",1,0,0,0,0,0
"23066","ENSG00000237452","2_BHMG1",0,1,1,21,19,3
"23067","ENSG00000237453","1_AC096536",3,2,0,0,0,0
"23068","ENSG00000237457","6_LINC01351",21,23,19,250,368,170
"23069","ENSG00000237460","3_LINC01661",3,1,0,3,0,2
"23070","ENSG00000237461","2_AL359710",0,3,0,4,10,20
"23071","ENSG00000237463","6_LRRC52-AS1",88,68,76,798,1658,628
"23072","ENSG00000237464","1_AL031663",3,2,0,0,4,1
"23073","ENSG00000237468","2_AL359547",4,0,10,5,0,4
"23074","ENSG00000237471","2_AC073115",8,12,2,10,14,6
"23075","ENSG00000237473","2_AC068759",1,0,0,3,1,4
"23076","ENSG00000237476","1_LINC01637",3,1,5,4,12,8
"23077","ENSG00000237477","1_AC093911",0,0,0,2,0,0
"23079","ENSG00000237480","3_AL355306",13,12,19,43,48,54
"23080","ENSG00000237481","1_AL117350",1,1,1,2,0,6
"23081","ENSG00000237484","6_LINC01684",12,8,7,16,22,21
"23082","ENSG00000237489","5_C10orf143",29,21,31,103,191,98
"23083","ENSG00000237491","10_LINC01409",31,64,25,251,268,190
"23084","ENSG00000237494","1_AL360007",0,0,1,5,0,4
"23085","ENSG00000237498","3_AC010105",1,0,0,7,0,3
"23086","ENSG00000237499","7_WAKMAR2",99,99,120,36,78,46
"23087","ENSG00000237500","1_AL713851",0,0,0,0,0,3
"23088","ENSG00000237505","8_PKN2-AS1",24,3,25,59,39,52
"23089","ENSG00000237512","6_UNC5B-AS1",58,60,16,237,605,219
"23090","ENSG00000237513","2_AC007384",23,32,13,4,16,3
"23091","ENSG00000237515","9_SHISA9",4,13,13,35,11,39
"23092","ENSG00000237520","1_AL391832",0,0,0,0,1,0
"23093","ENSG00000237521","3_OR7E24",9,3,3,3,1,1
"23094","ENSG00000237523","2_LINC00857",17,14,11,10,2,16
"23095","ENSG00000237524","10_TEX51",0,0,3,11,0,1
"23096","ENSG00000237525","7_AC012668",6,11,9,13,20,12
"23097","ENSG00000237527","1_AF241725",0,1,0,1,0,1
"23099","ENSG00000237530","2_AL136140",0,0,0,4,2,0
"23100","ENSG00000237531","6_AL672277",0,0,2,6,4,5
"23102","ENSG00000237532","1_AC012451",0,0,0,0,0,0
"23103","ENSG00000237541","4_HLA-DQA2",4,2,4,9,7,15
"23104","ENSG00000237548","1_TTLL11-IT1",1,0,0,0,0,2
"23105","ENSG00000237552","1_LINC02567",1,0,0,0,0,0
"23106","ENSG00000237556","1_KCND3-AS1",0,2,0,2,0,0
"23107","ENSG00000237560","7_LINC01497",0,1,4,5,0,4
"23108","ENSG00000237563","2_TTTY21B",0,0,0,0,0,0
"23109","ENSG00000237567","2_LINC02836",0,0,1,2,0,3
"23110","ENSG00000237568","1_AC099063",0,0,0,0,0,0
"23111","ENSG00000237571","1_LINC02862",4,0,0,1,1,2
"23112","ENSG00000237574","1_LINC01856",1,0,2,0,0,13
"23113","ENSG00000237576","2_LINC01888",2,1,0,1,0,1
"23114","ENSG00000237579","3_LINC01514",4,3,1,8,19,12
"23115","ENSG00000237581","1_AC005538",0,0,2,0,0,3
"23116","ENSG00000237585","1_LINC00407",0,0,1,0,3,0
"23117","ENSG00000237588","2_AL590666",0,24,3,20,5,10
"23118","ENSG00000237590","1_AL137026",1,5,0,1,8,4
"23119","ENSG00000237594","2_AP000251",8,0,1,28,74,39
"23120","ENSG00000237595","5_LINC01275",1,10,3,18,20,16
"23121","ENSG00000237596","7_AL138828",15,25,2,30,21,18
"23122","ENSG00000237604","1_AP001056",1,0,0,0,1,1
"23123","ENSG00000237605","2_DYRK3-AS1",0,3,2,10,16,3
"23124","ENSG00000237609","1_AF064858",0,0,1,0,11,4
"23126","ENSG00000237613","2_FAM138A",0,0,1,0,0,5
"23127","ENSG00000237614","3_AC073257",6,12,2,10,0,8
"23128","ENSG00000237626","2_AL161629",3,5,2,13,15,5
"23129","ENSG00000237633","4_AC104623",0,1,0,1,1,1
"23130","ENSG00000237637","1_FRY-AS1",10,3,1,36,27,15
"23131","ENSG00000237638","2_LINC02245",27,39,29,81,144,56
"23132","ENSG00000237640","1_AC004522",0,0,0,0,0,4
"23133","ENSG00000237643","2_AL365226",2,0,0,1,0,1
"23134","ENSG00000237646","1_HLCS-IT1",0,0,1,14,1,3
"23135","ENSG00000237649","8_KIFC1",68,104,57,770,679,864
"23136","ENSG00000237651","6_C2orf74",67,43,24,289,628,263
"23137","ENSG00000237654","6_AP003025",15,18,5,11,15,13
"23138","ENSG00000237655","1_AC073834",15,3,0,0,24,12
"23139","ENSG00000237664","1_LINC00316",0,0,0,0,2,5
"23140","ENSG00000237665","1_GRM7-AS2",0,0,0,0,0,0
"23141","ENSG00000237667","7_LINC01115",14,39,3,40,26,15
"23142","ENSG00000237670","1_LINC01866",0,1,0,0,0,0
"23143","ENSG00000237671","3_GAGE12C",0,0,0,0,0,0
"23144","ENSG00000237675","5_TEX36-AS1",0,0,0,0,3,0
"23145","ENSG00000237685","1_AL139039",3,1,2,6,19,4
"23146","ENSG00000237686","7_AL109615",18,60,16,87,149,103
"23147","ENSG00000237687","2_LINC00686",0,0,0,0,0,0
"23148","ENSG00000237689","1_AC007064",2,1,4,15,4,11
"23149","ENSG00000237693","4_IRGM",2,21,4,1,3,3
"23150","ENSG00000237699","2_BX072579",0,0,0,0,0,3
"23151","ENSG00000237700","2_PRAMEF33",9,2,0,4,0,1
"23153","ENSG00000237707","1_AL031726",0,0,0,0,0,0
"23154","ENSG00000237713","1_AC011287",0,1,1,0,0,6
"23155","ENSG00000237714","1_P4HA2-AS1",0,0,14,0,0,0
"23156","ENSG00000237716","2_AL136309",3,1,8,3,3,2
"23157","ENSG00000237718","2_AC009095",0,1,0,0,0,0
"23158","ENSG00000237720","2_AC011995",2,5,15,15,15,8
"23159","ENSG00000237728","2_CAMTA1-AS2",0,0,0,0,0,2
"23160","ENSG00000237734","1_AL163192",0,0,0,1,1,3
"23161","ENSG00000237735","2_AF130359",0,1,0,1,0,1
"23162","ENSG00000237737","6_DCTN1-AS1",6,1,9,26,20,30
"23163","ENSG00000237738","1_RNF216-IT1",0,1,3,6,2,0
"23164","ENSG00000237741","1_AC002368",1,0,0,1,0,0
"23165","ENSG00000237742","7_AL365259",0,13,1,38,45,31
"23166","ENSG00000237750","2_KCNH7-AS1",3,7,2,15,6,11
"23167","ENSG00000237751","2_LINC01143",2,0,0,3,1,1
"23168","ENSG00000237753","2_AC079922",21,41,40,52,144,52
"23169","ENSG00000237756","1_AL592435",3,3,0,3,0,0
"23172","ENSG00000237761","3_AL161646",0,0,0,2,0,2
"23173","ENSG00000237763","9_AMY1A",32,45,31,97,42,75
"23174","ENSG00000237765","7_FAM200B",617,552,466,1771,3833,1542
"23175","ENSG00000237767","2_LINC01370",0,4,3,5,8,6
"23176","ENSG00000237768","2_AL731563",0,0,0,1,0,0
"23177","ENSG00000237772","2_LINC02631",8,3,9,11,15,7
"23178","ENSG00000237773","7_AC073332",42,26,44,91,122,68
"23179","ENSG00000237775","1_DDR1-DT",5,23,9,26,10,16
"23180","ENSG00000237781","3_ADAMTSL4-AS2",0,0,0,0,2,1
"23181","ENSG00000237786","1_GFOD1-AS1",13,13,5,44,0,19
"23182","ENSG00000237787","5_C3orf79",3,0,1,1,0,2
"23183","ENSG00000237790","1_LINC01318",0,1,0,1,1,0
"23184","ENSG00000237797","1_MACORIS",0,0,0,6,0,0
"23185","ENSG00000237798","1_AC010894",0,1,0,1,0,0
"23186","ENSG00000237802","7_FAM197Y6",0,0,0,0,0,0
"23187","ENSG00000237803","6_LINC00211",26,27,12,61,73,42
"23188","ENSG00000237807","4_AC022034",69,98,65,808,605,964
"23189","ENSG00000237813","4_AC002066",5,2,5,11,31,20
"23190","ENSG00000237819","5_CDK6-AS1",9,4,10,34,72,38
"23191","ENSG00000237832","1_AL138808",0,0,0,0,0,0
"23192","ENSG00000237836","6_PHKA2-AS1",0,0,0,7,10,2
"23193","ENSG00000237837","1_AC159540",1,0,0,7,0,0
"23194","ENSG00000237838","1_AC092422",1,0,0,1,4,0
"23195","ENSG00000237843","2_AC016903",2,3,7,3,14,2
"23196","ENSG00000237844","2_AC016766",1,3,0,3,2,4
"23197","ENSG00000237845","1_AL139161",0,0,0,2,2,0
"23199","ENSG00000237852","1_AC119800",3,1,7,2,2,2
"23200","ENSG00000237853","6_NFIA-AS1",0,0,0,2,11,2
"23201","ENSG00000237856","1_AC062020",0,0,0,1,0,0
"23202","ENSG00000237862","2_Z94160",3,5,3,1,6,1
"23203","ENSG00000237863","3_AL035425",0,3,2,0,1,0
"23204","ENSG00000237864","1_LINC00322",0,0,0,0,0,0
"23205","ENSG00000237870","6_AC073130",2,3,2,3,12,7
"23206","ENSG00000237874","2_AL136972",0,0,1,2,0,2
"23207","ENSG00000237877","7_LINC01473",8,12,7,27,69,51
"23208","ENSG00000237879","1_LINC00398",0,1,2,1,9,2
"23209","ENSG00000237880","2_LINC01885",5,3,1,9,9,2
"23210","ENSG00000237883","2_DGUOK-AS1",5,13,2,31,10,21
"23211","ENSG00000237886","1_NALT1",31,20,4,84,146,89
"23212","ENSG00000237892","1_KLF7-IT1",4,6,1,2,0,7
"23213","ENSG00000237896","6_AC005008",0,0,0,0,1,0
"23214","ENSG00000237899","1_AL031289",3,0,0,0,0,0
"23215","ENSG00000237903","1_AC004000",1,1,0,2,0,6
"23216","ENSG00000237914","5_SIRPG-AS1",3,3,10,7,4,15
"23217","ENSG00000237919","5_LRRC7-AS1",0,0,1,2,0,0
"23218","ENSG00000237921","2_AC004543",0,3,0,0,0,0
"23219","ENSG00000237923","1_LINC02570",3,4,0,5,6,30
"23220","ENSG00000237927","1_AL078604",8,11,19,2,0,3
"23221","ENSG00000237928","6_NFIA-AS2",4,2,3,35,32,26
"23222","ENSG00000237934","1_AL590729",4,0,0,1,0,0
"23223","ENSG00000237937","6_LINC02702",1,1,1,0,0,3
"23224","ENSG00000237938","5_AL450998",3,13,12,21,21,35
"23225","ENSG00000237940","3_LINC01238",2,1,0,0,1,5
"23226","ENSG00000237941","2_KCNQ1DN",0,0,0,0,1,0
"23227","ENSG00000237943","7_PRKCQ-AS1",16,24,18,101,176,152
"23228","ENSG00000237945","7_LINC00649",64,23,59,168,105,133
"23229","ENSG00000237947","1_AL583854",3,3,1,2,0,3
"23230","ENSG00000237949","2_LINC00844",3,1,4,21,32,42
"23231","ENSG00000237950","3_AL357079",9,2,0,6,4,7
"23232","ENSG00000237954","7_AL445218",0,1,0,10,31,8
"23233","ENSG00000237957","6_CT47A5",0,0,0,0,0,0
"23234","ENSG00000237975","7_FLG-AS1",24,8,26,33,6,22
"23236","ENSG00000237978","6_KCNMB2-AS1",12,26,17,29,33,28
"23237","ENSG00000237980","2_LINC02773",0,4,0,16,15,7
"23238","ENSG00000237986","4_CELF2-AS2",6,31,14,64,58,82
"23239","ENSG00000237987","1_AL606970",0,0,0,0,0,0
"23240","ENSG00000237988","5_OR2I1P",6,9,1,19,0,7
"23241","ENSG00000237989","1_LINC01679",0,1,0,18,0,3
"23242","ENSG00000237990","3_CNTN4-AS1",0,4,7,4,0,12
"23243","ENSG00000237992","3_LINC01808",4,9,7,7,0,7
"23244","ENSG00000237993","1_AL365318",4,0,3,0,0,4
"23245","ENSG00000237994","1_AC003659",0,6,1,7,8,2
"23247","ENSG00000238005","4_AL391832",4,9,8,15,18,19
"23248","ENSG00000238007","1_AC024619",0,0,0,0,0,1
"23249","ENSG00000238009","6_AL627309",43,9,4,62,129,59
"23250","ENSG00000238010","1_AL161908",0,0,0,0,0,0
"23251","ENSG00000238012","2_AC114752",0,0,0,1,0,1
"23252","ENSG00000238018","2_AC093110",12,13,3,27,3,11
"23253","ENSG00000238019","1_AL360169",0,0,0,0,0,0
"23254","ENSG00000238020","1_HTR3E-AS1",3,1,1,5,0,0
"23255","ENSG00000238022","2_LMX1A-AS1",3,1,0,0,0,0
"23256","ENSG00000238031","1_AC090505",0,1,0,0,0,1
"23257","ENSG00000238034","1_AL109807",1,0,0,1,0,0
"23258","ENSG00000238035","8_AC138035",24,19,41,53,26,104
"23259","ENSG00000238039","1_AC244197",0,0,0,2,0,3
"23260","ENSG00000238042","5_LINC02257",0,3,0,0,3,2
"23261","ENSG00000238043","1_AC024559",0,0,0,0,0,0
"23262","ENSG00000238045","9_AC009133",21,12,13,16,26,10
"23263","ENSG00000238054","3_AL691515",0,4,3,3,0,5
"23264","ENSG00000238057","9_ZEB2-AS1",0,6,0,10,16,3
"23265","ENSG00000238058","2_AL355574",12,3,5,34,38,61
"23266","ENSG00000238062","6_SPATA3-AS1",3,3,1,6,0,7
"23267","ENSG00000238063","3_LINC01685",1,2,1,3,4,3
"23268","ENSG00000238074","5_TSPY9P",0,0,0,0,0,0
"23269","ENSG00000238078","1_LINC01352",1,8,3,4,2,5
"23270","ENSG00000238083","7_LRRC37A2",264,352,241,646,367,793
"23271","ENSG00000238097","2_LINC02037",0,18,0,5,6,4
"23272","ENSG00000238099","3_LINC01625",12,6,2,31,24,15
"23273","ENSG00000238102","2_AL080248",0,0,3,14,4,0
"23274","ENSG00000238107","1_LINC02806",7,0,0,0,0,6
"23275","ENSG00000238113","7_LINC01410",14,27,13,55,33,50
"23276","ENSG00000238117","1_AP000844",14,12,9,1,4,5
"23277","ENSG00000238120","1_LINC01589",0,0,0,1,0,0
"23278","ENSG00000238121","6_LINC00426",3,7,5,9,12,6
"23279","ENSG00000238122","1_AL359258",4,4,2,15,15,20
"23280","ENSG00000238123","1_MID1IP1-AS1",2,1,1,4,2,0
"23281","ENSG00000238124","1_AC114501",0,0,0,0,0,0
"23282","ENSG00000238129","5_AL121904",0,1,2,3,7,0
"23283","ENSG00000238131","2_LINC02854",0,0,0,0,2,1
"23284","ENSG00000238133","6_MAP3K20-AS1",11,17,1,28,53,26
"23285","ENSG00000238140","1_AC104170",2,10,1,5,10,12
"23286","ENSG00000238141","2_BRWD1-AS1",1,0,0,2,1,0
"23287","ENSG00000238142","2_BX284668",60,14,10,83,244,56
"23288","ENSG00000238156","1_AL445465",1,3,0,3,4,1
"23289","ENSG00000238158","6_AL391422",1,2,1,4,2,11
"23290","ENSG00000238160","1_LINC02863",17,36,8,4,0,7
"23291","ENSG00000238164","6_TNFRSF14-AS1",1,1,2,16,8,10
"23292","ENSG00000238169","2_LINC01053",0,0,0,0,12,1
"23293","ENSG00000238171","1_AC068196",0,1,0,1,1,0
"23294","ENSG00000238176","1_AL390061",0,1,0,1,1,0
"23295","ENSG00000238178","7_AC078993",3,4,4,0,0,4
"23296","ENSG00000238184","1_CD81-AS1",3,5,1,13,7,13
"23297","ENSG00000238185","1_AL353680",1,1,0,1,2,2
"23299","ENSG00000238189","2_ENOX1-AS2",1,2,1,5,2,10
"23301","ENSG00000238194","2_AL121908",0,0,3,2,0,5
"23302","ENSG00000238195","1_AL021153",0,0,0,0,0,1
"23303","ENSG00000238197","6_PAXBP1-AS1",27,49,24,186,83,150
"23304","ENSG00000238198","2_LRIG2-DT",13,26,8,82,88,87
"23305","ENSG00000238201","1_AC114752",0,0,1,0,0,0
"23306","ENSG00000238205","3_MPC1L",0,0,0,0,0,0
"23307","ENSG00000238207","2_AC009312",2,5,6,10,13,5
"23308","ENSG00000238210","4_ETDA",0,0,0,1,0,5
"23309","ENSG00000238212","3_LINC02096",2,4,3,6,3,4
"23310","ENSG00000238217","6_LINC01877",3,5,15,30,38,8
"23311","ENSG00000238221","1_AL139095",3,3,0,0,0,0
"23313","ENSG00000238227","8_TMEM250",1114,924,803,1447,1424,1772
"23314","ENSG00000238230","2_LINC00391",4,1,0,10,0,3
"23315","ENSG00000238232","1_AL356364",0,0,0,0,0,0
"23316","ENSG00000238242","2_LINC02778",0,0,0,0,2,4
"23317","ENSG00000238243","3_OR2W3",40,65,70,104,48,103
"23318","ENSG00000238246","1_AC069549",0,0,0,8,8,2
"23319","ENSG00000238250","1_ST6GAL2-IT1",3,0,0,3,2,3
"23320","ENSG00000238258","1_AL121748",8,0,13,17,8,9
"23321","ENSG00000238260","1_AL513320",3,5,1,0,1,3
"23322","ENSG00000238262","1_NTM-IT",0,0,2,5,12,7
"23323","ENSG00000238265","1_LINC00317",0,0,2,0,0,1
"23324","ENSG00000238266","2_LINC00707",10,12,14,42,15,56
"23325","ENSG00000238269","9_PAGE2B",2,0,9,30,82,36
"23326","ENSG00000238270","1_AL591504",0,0,0,0,0,3
"23327","ENSG00000238272","1_AL139142",0,0,3,3,1,5
"23328","ENSG00000238273","3_AC108058",15,23,8,38,27,27
"23329","ENSG00000238276","6_AL354863",5,11,9,21,9,22
"23330","ENSG00000238277","1_AC068483",2,0,0,0,0,0
"23331","ENSG00000238279","1_BX470102",4,0,4,0,3,0
"23332","ENSG00000238280","2_AC067751",0,5,0,0,3,4
"23333","ENSG00000238282","1_AL121781",0,0,0,0,0,0
"23334","ENSG00000238284","2_LINC01448",0,2,2,0,1,1
"23336","ENSG00000238290","1_AL034417",6,18,2,17,22,15
"23337","ENSG00000238291","1_AL391704",0,0,2,10,4,13
"23338","ENSG00000238358","2_AC004969",0,0,3,2,4,5
"23339","ENSG00000238755","3_LINC02006",3,4,0,6,16,4
"23340","ENSG00000238837","3_LINC02031",3,0,0,5,1,5
"23341","ENSG00000239203","1_AC093484",0,0,4,0,0,0
"23342","ENSG00000239205","1_LINC02023",12,5,13,15,23,23
"23343","ENSG00000239213","6_NCK1-DT",33,56,49,136,435,156
"23344","ENSG00000239216","1_AL139420",0,0,0,0,0,0
"23345","ENSG00000239219","2_AC008040",16,15,3,23,17,6
"23346","ENSG00000239225","1_TTTY23",0,0,0,0,0,0
"23347","ENSG00000239264","9_TXNDC5",43594,36449,31278,25733,13364,35607
"23348","ENSG00000239265","5_CLRN1-AS1",7,0,1,7,0,2
"23349","ENSG00000239268","3_AC092691",3,15,14,40,25,29
"23350","ENSG00000239282","7_CASTOR1",127,88,67,446,1034,496
"23351","ENSG00000239300","6_AC080162",4,0,0,6,0,5
"23352","ENSG00000239305","7_RNF103",1615,1320,949,3136,1515,3187
"23353","ENSG00000239306","4_RBM14",791,851,684,2450,2469,3083
"23354","ENSG00000239311","1_AC092916",0,0,0,0,0,0
"23355","ENSG00000239314","1_MORC1-AS1",4,0,0,1,0,1
"23356","ENSG00000239322","1_ATP6V1B1-AS1",2,1,0,1,13,1
"23357","ENSG00000239332","6_LINC01119",113,103,100,16,51,15
"23358","ENSG00000239335","4_LLPH-DT",14,10,7,59,43,40
"23359","ENSG00000239377","1_AC073111",0,0,0,1,1,0
"23360","ENSG00000239381","7_AC125613",1,0,1,3,0,0
"23361","ENSG00000239382","10_ALKBH6",266,300,221,732,1859,832
"23362","ENSG00000239388","9_ASB14",27,11,8,91,82,70
"23363","ENSG00000239389","8_PCDHA13",5,6,1,77,35,56
"23364","ENSG00000239395","2_AC118470",0,0,0,0,0,1
"23365","ENSG00000239407","5_Z68871",38,39,33,132,30,120
"23367","ENSG00000239440","6_LINC02008",19,30,31,36,22,33
"23368","ENSG00000239445","6_ST3GAL6-AS1",71,104,92,402,555,394
"23369","ENSG00000239446","1_AC004882",0,0,0,0,0,0
"23370","ENSG00000239453","1_SIDT1-AS1",0,2,2,1,0,4
"23371","ENSG00000239454","1_LINC02047",0,3,1,0,0,7
"23372","ENSG00000239462","1_AC091212",0,0,0,0,7,2
"23373","ENSG00000239467","6_AC007405",4,9,10,112,193,67
"23374","ENSG00000239474","7_KLHL41",71,85,112,826,955,642
"23375","ENSG00000239480","1_AC073517",0,1,4,2,1,0
"23376","ENSG00000239482","6_AC112487",1,11,1,3,15,13
"23377","ENSG00000239498","1_AC019211",6,6,0,5,0,2
"23378","ENSG00000239508","1_PLCH1-AS1",4,2,0,15,0,7
"23379","ENSG00000239513","6_LINC01210",6,5,8,14,3,6
"23380","ENSG00000239519","1_CADM2-AS1",14,9,1,8,3,5
"23381","ENSG00000239521","8_CASTOR3",317,259,337,1281,1220,1300
"23382","ENSG00000239523","6_MYLK-AS1",42,42,19,643,2186,561
"23383","ENSG00000239552","2_HOXB-AS2",6,3,4,3,1,5
"23384","ENSG00000239569","3_KMT2E-AS1",176,113,95,43,131,59
"23385","ENSG00000239572","3_AC108749",6,4,3,13,2,10
"23386","ENSG00000239589","7_LINC00879",2,1,1,11,7,0
"23387","ENSG00000239590","1_OR1J4",0,0,0,0,0,0
"23388","ENSG00000239593","1_AL513122",5,1,7,16,39,19
"23389","ENSG00000239605","11_STPG4",16,9,11,15,3,5
"23390","ENSG00000239608","1_RUVBL1-AS1",0,3,0,0,0,1
"23391","ENSG00000239620","2_PRR20G",3,1,5,2,3,9
"23392","ENSG00000239628","1_AC073288",0,0,0,0,1,0
"23393","ENSG00000239636","1_AC004865",17,15,1,11,11,5
"23394","ENSG00000239641","1_PLS1-AS1",0,0,0,0,1,0
"23395","ENSG00000239642","6_MEIKIN",4,1,0,3,7,0
"23396","ENSG00000239653","1_PSMD6-AS2",79,113,87,130,48,182
"23397","ENSG00000239661","1_AC092925",1,0,0,0,0,0
"23398","ENSG00000239665","8_AL157392",48,38,55,111,76,171
"23399","ENSG00000239672","7_NME1",1119,1140,939,2327,5541,2604
"23400","ENSG00000239674","2_Z83839",0,0,0,0,0,0
"23401","ENSG00000239677","6_PDZRN3-AS1",1,10,1,210,89,166
"23402","ENSG00000239697","11_TNFSF12",35,49,31,71,232,92
"23403","ENSG00000239704","11_CDRT4",30,11,8,47,3,87
"23404","ENSG00000239705","2_AL354710",0,1,1,2,1,5
"23405","ENSG00000239713","9_APOBEC3G",77,166,55,155,239,142
"23406","ENSG00000239715","1_AC093627",1,0,0,11,0,2
"23407","ENSG00000239716","1_AC079943",0,0,0,0,0,0
"23408","ENSG00000239718","1_HLTF-AS1",0,0,1,0,0,0
"23409","ENSG00000239732","3_TLR9",13,0,0,0,0,0
"23410","ENSG00000239739","1_AC026316",3,0,0,0,0,0
"23411","ENSG00000239767","2_AC108733",5,3,1,2,1,0
"23412","ENSG00000239774","1_AC125618",0,9,1,12,4,6
"23413","ENSG00000239775","1_AC017116",0,3,0,0,14,0
"23414","ENSG00000239779","7_WBP1",426,367,339,2512,4900,2698
"23415","ENSG00000239789","6_MRPS17",338,209,263,883,2345,842
"23416","ENSG00000239791","2_AC002310",44,37,14,20,26,26
"23417","ENSG00000239799","1_ITIH4-AS1",1,0,2,0,0,4
"23418","ENSG00000239801","1_DENND6A-AS1",0,0,0,2,0,2
"23419","ENSG00000239810","3_PRAMEF11",2,6,0,4,8,7
"23420","ENSG00000239828","7_AC063944",18,4,5,53,39,50
"23421","ENSG00000239839","7_DEFA3",0,0,1,0,0,0
"23422","ENSG00000239857","7_GET4",1412,1197,1038,2109,2602,1908
"23423","ENSG00000239877","3_IGSF11-AS1",3,6,0,15,1,7
"23424","ENSG00000239886","5_KRTAP9-2",2,1,0,0,0,0
"23425","ENSG00000239887","6_C1orf226",136,100,123,296,86,368
"23426","ENSG00000239900","12_ADSL",1216,1127,1102,5058,6283,5267
"23427","ENSG00000239906","1_AL627309",0,1,4,19,4,33
"23428","ENSG00000239911","2_PRKAG2-AS1",0,0,1,3,1,3
"23429","ENSG00000239920","2_AC104389",50,12,26,34,14,56
"23430","ENSG00000239921","6_LINC01471",9,14,17,40,12,25
"23431","ENSG00000239922","2_AC092958",31,19,10,27,54,35
"23432","ENSG00000239930","2_AP001625",0,0,0,0,1,1
"23433","ENSG00000239941","1_AC108718",8,2,7,14,27,10
"23435","ENSG00000239946","1_ZBTB20-AS3",1,0,0,0,4,1
"23436","ENSG00000239961","3_LILRA4",0,4,0,0,0,0
"23437","ENSG00000239991","1_AC092059",4,1,0,0,2,0
"23438","ENSG00000239994","2_AC069444",0,0,0,0,0,1
"23439","ENSG00000239998","6_LILRA2",3,1,1,7,0,2
"23440","ENSG00000240005","6_STIM2-AS1",0,0,0,9,5,6
"23441","ENSG00000240006","1_LINC02004",3,5,3,2,4,1
"23442","ENSG00000240012","1_SLC9A9-AS1",0,1,0,0,0,0
"23443","ENSG00000240015","2_AC084024",2,10,8,6,4,6
"23444","ENSG00000240021","10_TEX35",3,6,4,34,54,13
"23445","ENSG00000240032","1_LNCSRLR",17,26,18,21,11,14
"23446","ENSG00000240033","1_AC069439",2,9,0,2,0,1
"23447","ENSG00000240038","6_AMY2B",132,126,149,377,284,472
"23448","ENSG00000240040","6_AC244205",0,2,0,2,0,0
"23449","ENSG00000240045","2_STRIT1",3,3,4,31,142,18
"23450","ENSG00000240053","8_LY6G5B",32,50,23,132,66,135
"23451","ENSG00000240056","2_AL445190",1,1,0,0,0,1
"23452","ENSG00000240057","6_AC078785",46,35,20,93,55,92
"23453","ENSG00000240063","1_AC069431",6,0,5,29,25,20
"23454","ENSG00000240065","8_PSMB9",131,378,110,245,657,281
"23455","ENSG00000240086","7_AC092969",0,0,3,50,38,43
"23457","ENSG00000240095","1_AC055758",1,1,0,0,0,0
"23458","ENSG00000240137","6_ERICH6-AS1",18,30,32,113,209,80
"23459","ENSG00000240143","1_AL023653",0,0,0,0,0,0
"23460","ENSG00000240152","2_LINC02271",2,1,1,21,9,10
"23461","ENSG00000240175","1_MAGI1-AS1",1,0,4,11,2,3
"23462","ENSG00000240184","7_PCDHGC3",1449,1184,1750,1887,536,2789
