"","ENSEMBL","SYMBOL","Cov1","Cov2","Cov3","Mock1","Mock2","Mock3"
"4878","ENSG00000119547","6_ONECUT2",5,35,8,10,29,15
"4879","ENSG00000119559","16_C19orf25",587,525,496,1442,2862,1510
"4880","ENSG00000119574","13_ZBTB45",240,152,197,527,835,535
"4881","ENSG00000119596","18_YLPM1",904,992,824,2631,1291,3314
"4882","ENSG00000119599","17_DCAF4",148,223,155,556,588,754
"4883","ENSG00000119608","13_PROX2",9,3,8,14,11,8
"4884","ENSG00000119614","3_VSX2",1,3,5,8,9,2
"4885","ENSG00000119616","11_FCF1",159,89,96,171,303,210
"4886","ENSG00000119630","14_PGF",38,55,43,41,62,51
"4887","ENSG00000119632","4_IFI27L2",609,556,454,1539,5104,1989
"4888","ENSG00000119636","16_BBOF1",239,163,126,857,392,845
"4889","ENSG00000119638","13_NEK9",748,409,756,2246,566,2333
"4890","ENSG00000119640","9_ACYP1",110,107,73,595,1920,628
"4891","ENSG00000119650","12_IFT43",459,347,307,1870,4186,1921
"4892","ENSG00000119655","10_NPC2",2857,2570,2569,10166,24456,9211
"4893","ENSG00000119661","15_DNAL1",138,200,166,398,729,479
"4894","ENSG00000119669","5_IRF2BPL",1014,757,782,2074,1597,2330
"4895","ENSG00000119673","14_ACOT2",266,247,167,2815,4897,2139
"4896","ENSG00000119681","12_LTBP2",2806,2027,3089,2351,821,4302
"4897","ENSG00000119682","17_AREL1",1344,1314,1052,2731,317,3610
"4898","ENSG00000119684","15_MLH3",328,257,173,1174,638,1012
"4899","ENSG00000119685","20_TTLL5",664,632,493,1647,674,2413
"4900","ENSG00000119686","10_FLVCR2",15,37,12,118,15,61
"4901","ENSG00000119688","21_ABCD4",922,828,748,1879,1676,2296
"4902","ENSG00000119689","15_DLST",448,448,330,1677,1298,2213
"4903","ENSG00000119698","12_PPP4R4",222,163,144,140,30,192
"4904","ENSG00000119699","7_TGFB3",465,489,308,1972,793,1807
"4905","ENSG00000119703","15_ZC2HC1C",152,114,53,413,457,387
"4906","ENSG00000119705","10_SLIRP",987,850,666,4667,13221,4071
"4907","ENSG00000119707","14_RBM25",2387,2464,1769,4224,5446,5411
"4908","ENSG00000119711","13_ALDH6A1",416,310,308,3077,2293,3423
"4909","ENSG00000119714","11_GPR68",33,40,27,30,20,36
"4910","ENSG00000119715","15_ESRRB",37,31,64,47,35,20
"4911","ENSG00000119718","11_EIF2B2",1014,968,711,2228,2880,1993
"4912","ENSG00000119720","18_NRDE2",252,160,141,632,521,624
"4913","ENSG00000119723","17_COQ6",298,324,369,2041,2522,1874
"4914","ENSG00000119725","19_ZNF410",2830,2655,1849,3880,2860,4589
"4915","ENSG00000119729","12_RHOQ",2025,1647,1733,8089,6685,7698
"4916","ENSG00000119737","6_GPR75",4,5,0,8,2,4
"4917","ENSG00000119760","16_SUPT7L",887,875,756,3450,2659,3367
"4918","ENSG00000119771","15_KLHL29",517,528,471,595,186,967
"4919","ENSG00000119772","16_DNMT3A",298,274,301,734,462,892
"4920","ENSG00000119777","20_TMEM214",3200,2441,2296,4208,3714,5891
"4921","ENSG00000119778","15_ATAD2B",578,682,336,1024,384,1098
"4922","ENSG00000119782","14_FKBP1B",302,344,219,508,1063,522
"4923","ENSG00000119787","14_ATL2",1596,1738,1239,2012,942,2276
"4924","ENSG00000119801","13_YPEL5",4809,5102,4255,12621,14517,11137
"4925","ENSG00000119812","19_FAM98A",2689,2586,1841,5527,2835,5316
"4926","ENSG00000119820","11_YIPF4",2318,2471,1772,6744,10370,6709
"4927","ENSG00000119844","15_AFTPH",373,418,333,900,390,709
"4928","ENSG00000119862","13_LGALSL",699,431,529,1293,844,1439
"4929","ENSG00000119865","9_CNRIP1",415,416,305,760,1175,725
"4930","ENSG00000119866","22_BCL11A",531,543,508,1270,1186,1508
"4931","ENSG00000119878","6_CRIPT",730,547,533,2210,5069,1992
"4932","ENSG00000119888","11_EPCAM",5,15,5,9,19,15
"4933","ENSG00000119899","13_SLC17A5",2048,1797,1498,2312,2371,2461
"4934","ENSG00000119900","9_OGFRL1",331,365,318,689,740,558
"4935","ENSG00000119906","13_SLF2",662,774,612,3526,1535,3767
"4936","ENSG00000119912","17_IDE",1242,1383,875,4946,944,4969
"4937","ENSG00000119913","6_TECTB",9,10,7,2,0,0
"4938","ENSG00000119915","5_ELOVL3",8,8,16,1,0,2
"4939","ENSG00000119917","14_IFIT3",2039,8986,862,249,175,302
"4940","ENSG00000119919","11_NKX2-3",9,3,7,24,7,20
"4941","ENSG00000119922","10_IFIT2",1258,5800,724,346,360,467
"4942","ENSG00000119927","14_GPAM",414,353,272,1495,348,1467
"4943","ENSG00000119929","13_CUTC",300,362,223,1602,2333,1570
"4944","ENSG00000119938","9_PPP1R3C",312,238,147,3054,1689,2460
"4945","ENSG00000119943","13_PYROXD2",186,171,143,904,1167,1197
"4946","ENSG00000119946","11_CNNM1",28,35,40,116,51,119
"4947","ENSG00000119950","21_MXI1",1949,1991,1427,4506,3588,3818
"4948","ENSG00000119953","13_SMNDC1",710,790,662,922,1462,1254
"4949","ENSG00000119965","13_C10orf88",726,776,615,1265,906,1176
"4950","ENSG00000119969","15_HELLS",80,67,80,676,424,509
"4951","ENSG00000119973","6_PRLHR",4,7,6,17,16,9
"4952","ENSG00000119977","21_TCTN3",1834,1737,1462,2787,2752,3113
"4953","ENSG00000119979","18_DENND10",1230,1006,1009,3436,4514,3778
"4954","ENSG00000119986","7_AVPI1",524,457,378,699,1252,669
"4955","ENSG00000120008","16_WDR11",1633,1726,1242,4590,803,5608
"4956","ENSG00000120029","13_ARMH3",196,148,272,762,625,1035
"4957","ENSG00000120049","19_KCNIP2",4,15,10,1958,1701,1530
"4958","ENSG00000120051","15_CFAP58",77,84,58,263,44,151
"4959","ENSG00000120053","12_GOT1",2094,2121,1486,16619,18222,13952
"4960","ENSG00000120054","12_CPN1",0,8,2,14,2,5
"4961","ENSG00000120055","7_C10orf95",5,0,2,5,16,2
"4962","ENSG00000120057","5_SFRP5",588,576,432,6339,10437,8368
"4963","ENSG00000120063","10_GNA13",2529,2794,2364,3359,735,3331
"4964","ENSG00000120068","7_HOXB8",13,4,3,23,20,55
"4965","ENSG00000120071","14_KANSL1",2293,1712,1929,1621,1024,1661
"4966","ENSG00000120075","5_HOXB5",100,94,77,159,319,104
"4967","ENSG00000120088","14_CRHR1",0,5,0,2,1,1
"4968","ENSG00000120093","11_HOXB3",142,159,161,296,419,329
"4969","ENSG00000120094","9_HOXB1",0,0,3,0,2,0
"4970","ENSG00000120129","6_DUSP1",16730,13394,10642,6110,8275,7197
"4971","ENSG00000120137","7_PANK3",1301,1279,1203,3086,1666,2496
"4972","ENSG00000120149","9_MSX2",212,207,119,377,604,322
"4973","ENSG00000120156","21_TEK",261,273,42,268,40,353
"4974","ENSG00000120158","12_RCL1",397,388,351,865,692,940
"4975","ENSG00000120159","13_CAAP1",414,539,406,1148,1185,1138
"4976","ENSG00000120160","11_EQTN",1,1,0,0,0,0
"4977","ENSG00000120162","10_MOB3B",72,56,16,59,9,73
"4978","ENSG00000120210","8_INSL6",5,11,3,9,4,4
"4979","ENSG00000120211","4_INSL4",1,3,1,4,4,15
"4980","ENSG00000120215","10_MLANA",13,10,2,22,2,7
"4981","ENSG00000120217","14_CD274",819,1059,801,890,276,1110
"4982","ENSG00000120235","4_IFNA6",3,1,3,0,0,2
"4983","ENSG00000120242","4_IFNA8",0,2,3,2,1,1
"4984","ENSG00000120251","20_GRIA2",24,11,11,60,51,112
"4985","ENSG00000120253","14_NUP43",274,177,195,578,815,730
"4986","ENSG00000120254","15_MTHFD1L",4526,3922,3289,5250,2795,6766
"4987","ENSG00000120256","11_LRP11",1253,1103,826,855,398,1068
"4988","ENSG00000120262","10_CCDC170",46,57,17,26,40,71
"4989","ENSG00000120265","17_PCMT1",2872,2793,2277,9484,12863,9123
"4990","ENSG00000120278","16_PLEKHG1",449,316,238,1094,193,941
"4991","ENSG00000120279","6_MYCT1",106,127,50,28,13,14
"4992","ENSG00000120280","6_CXorf21",14,9,9,19,5,11
"4993","ENSG00000120289","12_MAGEB4",0,2,0,11,3,0
"4994","ENSG00000120306","11_CYSTM1",847,833,850,3185,8955,2822
"4995","ENSG00000120314","18_WDR55",829,678,677,905,655,1382
"4996","ENSG00000120318","16_ARAP3",122,93,344,580,171,477
"4997","ENSG00000120322","4_PCDHB8",2,4,0,34,4,12
"4998","ENSG00000120324","9_PCDHB10",142,120,125,525,357,497
"4999","ENSG00000120327","6_PCDHB14",115,238,147,484,330,585
"5000","ENSG00000120328","6_PCDHB12",5,25,0,5,7,17
"5001","ENSG00000120329","7_SLC25A2",0,0,2,0,11,3
"5002","ENSG00000120332","16_TNN",4,8,1,29,6,6
"5003","ENSG00000120333","4_MRPS14",524,431,418,2154,3817,2358
"5004","ENSG00000120334","15_CENPL",365,376,302,348,233,353
"5005","ENSG00000120337","8_TNFSF18",23,20,15,21,13,14
"5006","ENSG00000120341","18_SEC16B",33,71,3,64,64,118
"5007","ENSG00000120370","12_GORAB",1361,1402,948,1270,1186,1304
"5008","ENSG00000120436","3_GPR31",0,0,0,2,6,1
"5009","ENSG00000120437","9_ACAT2",464,526,532,1999,2294,2138
"5010","ENSG00000120438","12_TCP1",4363,4134,3623,11775,11147,12663
"5011","ENSG00000120440","15_TTLL2",6,7,1,14,0,2
"5012","ENSG00000120451","10_SNX19",2680,2106,2181,5942,852,6968
"5013","ENSG00000120457","12_KCNJ5",197,157,104,1061,720,1190
"5014","ENSG00000120458","11_MSANTD2",273,236,196,345,340,278
"5015","ENSG00000120471","15_TP53AIP1",13,1,2,7,17,5
"5016","ENSG00000120498","13_TEX11",25,19,3,26,1,16
"5017","ENSG00000120500","18_ARR3",0,0,0,4,0,2
"5018","ENSG00000120509","10_PDZD11",648,490,642,2954,6694,3133
"5019","ENSG00000120519","14_SLC10A7",196,235,112,241,196,376
"5020","ENSG00000120526","11_NUDCD1",1030,1180,744,1905,1491,1754
"5021","ENSG00000120533","13_ENY2",1290,1321,945,3823,9936,3637
"5022","ENSG00000120539","14_MASTL",276,245,133,688,551,733
"5023","ENSG00000120549","18_KIAA1217",391,378,264,851,331,1384
"5024","ENSG00000120563","10_LYZL1",0,2,2,2,4,5
"5025","ENSG00000120594","17_PLXDC2",2507,2725,1561,2664,1929,3291
"5026","ENSG00000120616","16_EPC1",1281,1400,664,1313,1733,1049
"5027","ENSG00000120645","12_IQSEC3",7,5,8,12,11,9
"5028","ENSG00000120647","10_CCDC77",158,171,145,537,470,644
"5029","ENSG00000120656","11_TAF12",577,581,464,1444,3261,1563
"5030","ENSG00000120658","13_ENOX1",347,277,213,1215,796,1325
"5031","ENSG00000120659","15_TNFSF11",1,5,6,17,3,3
"5032","ENSG00000120662","16_MTRF1",148,221,135,491,436,665
"5033","ENSG00000120664","11_SPART-AS1",26,22,21,32,24,26
"5034","ENSG00000120669","16_SOHLH2",8,20,0,19,41,40
"5035","ENSG00000120675","6_DNAJC15",192,265,201,1630,3694,1896
"5036","ENSG00000120685","20_PROSER1",748,709,502,1242,511,1468
"5037","ENSG00000120686","12_UFM1",2380,2767,1812,3748,3642,4000
"5038","ENSG00000120688","9_WBP4",622,515,446,1211,2673,1218
"5039","ENSG00000120690","16_ELF1",1321,1718,1057,2009,1232,1807
"5040","ENSG00000120693","13_SMAD9",262,180,232,635,972,965
"5041","ENSG00000120694","20_HSPH1",6821,5691,6126,8566,4157,8963
"5042","ENSG00000120696","9_KBTBD7",230,192,173,1017,864,1247
"5043","ENSG00000120697","9_ALG5",776,761,671,1755,3138,1973
"5044","ENSG00000120699","13_EXOSC8",393,420,382,1565,3151,1647
"5045","ENSG00000120705","13_ETF1",4991,4452,3731,5963,3526,6214
"5046","ENSG00000120708","17_TGFBI",12368,13017,7439,5758,4023,11069
"5047","ENSG00000120709","11_FAM53C",3030,2530,2744,6628,2498,7260
"5048","ENSG00000120725","13_SIL1",2023,1915,1328,2354,3768,3931
"5049","ENSG00000120727","13_PAIP2",3288,3295,2460,14208,23630,13125
"5050","ENSG00000120729","10_MYOT",229,152,184,300,105,181
"5051","ENSG00000120733","14_KDM3B",626,529,843,2580,1286,2962
"5052","ENSG00000120738","8_EGR1",6974,5370,3843,1934,4226,4104
"5053","ENSG00000120742","11_SERP1",4811,4892,3314,6674,9209,7645
"5054","ENSG00000120756","13_PLS1",208,382,273,1082,334,1171
"5055","ENSG00000120784","16_ZFP30",120,127,86,317,171,361
"5056","ENSG00000120798","17_NR2C1",440,531,383,1753,1480,1767
"5057","ENSG00000120800","5_UTP20",293,221,261,590,237,730
"5058","ENSG00000120802","13_TMPO",949,996,656,4398,2418,5095
"5059","ENSG00000120805","14_ARL1",1958,2022,1504,6408,5933,6459
"5060","ENSG00000120820","12_GLT8D2",672,705,406,1101,2002,1693
"5061","ENSG00000120832","10_MTERF2",253,268,156,3688,3082,2811
"5062","ENSG00000120833","14_SOCS2",516,660,388,755,1050,936
"5063","ENSG00000120837","8_NFYB",881,750,721,2191,2259,2000
"5064","ENSG00000120860","11_WASHC3",477,439,403,2142,5907,2276
"5065","ENSG00000120868","13_APAF1",417,362,324,588,438,956
"5066","ENSG00000120875","9_DUSP4",320,312,173,123,111,127
"5067","ENSG00000120885","22_CLU",2386,2418,1961,13812,18238,14256
"5068","ENSG00000120889","13_TNFRSF10B",8133,6551,6804,4974,2279,7430
"5069","ENSG00000120896","13_SORBS3",1299,1202,1045,3159,6111,4475
"5070","ENSG00000120899","18_PTK2B",227,262,177,323,72,403
"5071","ENSG00000120903","13_CHRNA2",2,1,0,5,1,1
"5072","ENSG00000120907","18_ADRA1A",10,10,4,10,19,15
"5073","ENSG00000120910","14_PPP3CC",1640,1270,1050,2024,1849,2465
"5074","ENSG00000120913","23_PDLIM2",1309,1238,1121,1761,5132,2162
"5075","ENSG00000120915","14_EPHX2",54,62,45,679,698,937
"5076","ENSG00000120925","16_RNF170",240,265,170,671,1030,794
"5077","ENSG00000120937","9_NPPB",14604,13368,8176,43405,147363,51156
"5078","ENSG00000120942","13_UBIAD1",454,512,308,1081,1097,1218
"5079","ENSG00000120948","17_TARDBP",2698,2825,1861,6860,2797,6670
"5080","ENSG00000120949","15_TNFRSF8",8,34,11,18,37,7
"5081","ENSG00000120952","4_PRAMEF2",1,4,0,9,0,5
"5082","ENSG00000120963","12_ZNF706",796,863,824,2389,5838,3069
"5083","ENSG00000120992","18_LYPLA1",1610,1770,1522,4267,7155,4255
"5084","ENSG00000121005","9_CRISPLD1",740,958,586,2638,1634,3277
"5085","ENSG00000121022","14_COPS5",1215,1187,920,5740,9108,5645
"5086","ENSG00000121039","10_RDH10",1541,1499,1211,2753,1706,4016
"5087","ENSG00000121053","6_EPX",0,5,4,0,6,1
"5088","ENSG00000121057","13_AKAP1",410,402,486,1976,595,1964
"5089","ENSG00000121058","5_COIL",337,442,256,1063,1494,1078
"5090","ENSG00000121060","18_TRIM25",827,1263,474,539,201,613
"5091","ENSG00000121064","13_SCPEP1",481,571,423,1497,1873,1974
"5092","ENSG00000121067","19_SPOP",2065,2087,1369,5833,6141,5672
"5093","ENSG00000121068","14_TBX2",370,156,198,551,478,504
"5094","ENSG00000121073","15_SLC35B1",1326,1340,1178,4767,8110,4162
"5095","ENSG00000121075","11_TBX4",0,0,0,2,1,0
"5096","ENSG00000121101","15_TEX14",3,5,6,37,23,34
"5097","ENSG00000121104","8_FAM117A",226,198,161,400,453,333
"5098","ENSG00000121152","10_NCAPH",34,19,13,465,367,550
"5099","ENSG00000121207","12_LRAT",151,155,128,192,112,182
"5100","ENSG00000121210","16_TMEM131L",679,885,713,3299,646,2929
"5101","ENSG00000121211","8_MND1",34,24,48,194,408,237
"5102","ENSG00000121236","21_TRIM6",79,78,87,110,146,201
"5103","ENSG00000121270","15_ABCC11",3,8,10,53,5,22
"5104","ENSG00000121274","13_TENT4B",565,525,377,510,478,450
"5105","ENSG00000121281","13_ADCY7",623,416,280,208,198,397
"5106","ENSG00000121289","18_CEP89",309,345,302,799,887,1035
"5107","ENSG00000121297","8_TSHZ3",428,382,328,400,120,602
"5108","ENSG00000121310","17_ECHDC2",92,130,120,729,1143,743
"5109","ENSG00000121314","2_TAS2R8",0,9,4,2,17,0
"5110","ENSG00000121316","11_PLBD1",84,116,78,637,761,716
"5111","ENSG00000121318","2_TAS2R10",4,8,8,5,15,8
"5112","ENSG00000121335","12_PRB2",0,0,0,0,1,0
"5113","ENSG00000121350","16_PYROXD1",323,343,210,1155,1009,1154
"5114","ENSG00000121351","8_IAPP",3,0,0,2,11,0
"5115","ENSG00000121361","5_KCNJ8",175,175,141,655,750,698
"5116","ENSG00000121377","2_TAS2R7",0,0,6,1,1,4
"5117","ENSG00000121380","12_BCL2L14",9,5,5,23,12,28
"5118","ENSG00000121381","4_TAS2R9",0,1,0,0,0,0
"5119","ENSG00000121390","19_PSPC1",958,983,804,2025,1992,2136
"5120","ENSG00000121406","9_ZNF549",337,256,154,527,163,563
"5121","ENSG00000121410","12_A1BG",319,280,179,503,1980,668
"5122","ENSG00000121413","12_ZSCAN18",729,683,472,3054,2573,3787
"5123","ENSG00000121417","14_ZNF211",533,412,403,1340,537,1164
"5124","ENSG00000121440","15_PDZRN3",1146,1037,1067,5554,1648,6274
"5125","ENSG00000121446","20_RGSL1",4,9,14,23,7,26
"5126","ENSG00000121454","6_LHX4",50,40,46,44,35,34
"5127","ENSG00000121481","11_RNF2",815,819,633,1637,1430,1459
"5128","ENSG00000121486","12_TRMT1L",384,496,311,1819,768,2536
"5129","ENSG00000121542","12_SEC22A",532,604,500,1209,1326,1460
"5130","ENSG00000121552","4_CSTA",1,3,2,4,3,5
"5131","ENSG00000121570","12_DPPA4",23,19,9,28,12,20
"5132","ENSG00000121577","13_POPDC2",2735,2576,2177,16587,20208,15336
"5133","ENSG00000121578","13_B4GALT4",3625,3912,2326,6343,3951,6701
"5134","ENSG00000121579","13_NAA50",2881,2775,2176,6473,2391,5693
"5135","ENSG00000121594","12_CD80",23,9,5,8,30,11
"5136","ENSG00000121621","7_KIF18A",280,369,228,683,500,725
"5137","ENSG00000121634","5_GJA8",4,9,3,17,1,4
"5138","ENSG00000121644","19_DESI2",2249,2288,1914,6980,5977,5655
"5139","ENSG00000121653","11_MAPK8IP1",180,121,175,244,190,268
"5140","ENSG00000121671","12_CRY2",1734,1315,1268,3721,1189,3978
"5141","ENSG00000121680","16_PEX16",206,249,171,714,1197,791
"5142","ENSG00000121690","11_DEPDC7",221,158,110,169,204,188
"5143","ENSG00000121691","7_CAT",139,152,187,1496,1312,1546
"5144","ENSG00000121716","20_PILRB",220,302,196,490,414,451
"5145","ENSG00000121741","16_ZMYM2",3142,2553,2397,6517,2236,7100
"5146","ENSG00000121742","19_GJB6",5,1,3,10,8,5
"5147","ENSG00000121743","4_GJA3",352,274,229,2635,1149,3005
"5148","ENSG00000121749","15_TBC1D15",1836,1657,1246,1895,1239,1756
"5149","ENSG00000121753","12_ADGRB2",534,305,609,1569,941,2442
"5150","ENSG00000121764","11_HCRTR1",6,8,11,26,18,31
"5151","ENSG00000121766","15_ZCCHC17",993,1031,1050,1872,4019,2446
"5152","ENSG00000121769","8_FABP3",2732,2295,1892,45107,123325,39761
"5153","ENSG00000121774","18_KHDRBS1",2015,1928,1440,5708,5296,6866
"5154","ENSG00000121775","18_TMEM39B",56,55,101,222,310,157
"5155","ENSG00000121797","10_CCRL2",1,0,0,14,0,5
"5156","ENSG00000121807","5_CCR2",3,6,12,36,9,23
"5157","ENSG00000121851","13_POLR3GL",273,249,211,1361,3145,1733
"5158","ENSG00000121853","4_GHSR",2,19,4,0,0,0
"5159","ENSG00000121858","11_TNFSF10",52,135,20,43,25,29
"5160","ENSG00000121864","10_ZNF639",699,871,690,1616,1976,1684
"5161","ENSG00000121871","4_SLITRK3",27,38,17,89,74,60
"5162","ENSG00000121879","5_PIK3CA",1956,1883,1428,3126,955,2803
"5163","ENSG00000121892","15_PDS5A",2278,1968,2207,4719,1113,5658
"5164","ENSG00000121895","8_TMEM156",13,18,30,11,7,15
"5165","ENSG00000121897","15_LIAS",76,91,86,297,479,315
"5166","ENSG00000121898","13_CPXM2",37,26,35,83,33,62
"5167","ENSG00000121900","19_TMEM54",1047,1040,636,1305,3467,1487
"5168","ENSG00000121903","14_ZSCAN20",78,37,52,141,111,208
"5169","ENSG00000121904","17_CSMD2",606,464,424,321,206,533
"5170","ENSG00000121905","10_HPCA",1,2,2,1,5,1
"5171","ENSG00000121931","16_LRIF1",888,791,790,1583,2160,1584
"5172","ENSG00000121933","19_TMIGD3",3,0,0,5,0,0
"5173","ENSG00000121940","15_CLCC1",870,916,530,1754,1082,2225
"5174","ENSG00000121957","14_GPSM2",254,154,168,650,348,780
"5175","ENSG00000121964","14_GTDC1",338,266,282,1438,852,1501
"5176","ENSG00000121966","7_CXCR4",62,99,79,50,73,35
"5177","ENSG00000121988","18_ZRANB3",76,95,75,218,161,448
"5178","ENSG00000121989","15_ACVR2A",647,794,465,907,427,1009
"5179","ENSG00000122008","15_POLK",678,734,475,2148,990,2080
"5180","ENSG00000122012","14_SV2C",26,33,19,70,42,45
"5181","ENSG00000122025","15_FLT3",4,13,10,3,6,6
"5182","ENSG00000122026","10_RPL21",9975,7081,7371,16017,49525,17940
"5183","ENSG00000122033","14_MTIF3",577,519,432,3255,6756,3193
"5184","ENSG00000122034","15_GTF3A",3625,3300,2737,9850,17863,10069
"5185","ENSG00000122035","6_RASL11A",65,69,32,146,289,180
"5186","ENSG00000122042","10_UBL3",1338,1002,1171,2383,1723,2275
"5187","ENSG00000122043","11_LINC00544",0,3,2,8,2,9
"5188","ENSG00000122068","13_FYTTD1",2651,2621,2017,7466,3021,7634
"5189","ENSG00000122085","17_MTERF4",269,295,199,1014,1050,946
"5190","ENSG00000122121","11_XPNPEP2",5,0,0,1,0,9
"5191","ENSG00000122122","10_SASH3",1,6,0,1,1,2
"5192","ENSG00000122126","17_OCRL",851,1027,557,2772,472,3660
"5193","ENSG00000122133","17_PAEP",2,4,24,9,0,5
"5194","ENSG00000122136","13_OBP2A",3,0,0,0,3,2
"5195","ENSG00000122140","11_MRPS2",1432,1191,1122,2589,4160,2578
"5196","ENSG00000122145","15_TBX22",0,4,0,5,0,0
"5197","ENSG00000122176","12_FMOD",938,724,539,1452,865,1688
"5198","ENSG00000122180","5_MYOG",10,5,9,36,49,32
"5199","ENSG00000122188","13_LAX1",23,20,18,32,27,24
"5200","ENSG00000122194","18_PLG",9,10,13,6,2,8
"5201","ENSG00000122203","15_KIAA1191",4659,4194,3488,8455,7317,9665
"5202","ENSG00000122218","16_COPA",11432,9927,8752,20968,3893,26480
"5203","ENSG00000122223","13_CD244",13,13,8,74,111,76
"5204","ENSG00000122224","18_LY9",16,11,4,43,20,49
"5205","ENSG00000122254","7_HS3ST2",9,11,6,0,6,3
"5206","ENSG00000122257","20_RBBP6",4490,3762,3944,3198,2577,2921
"5207","ENSG00000122299","12_ZC3H7A",1645,1646,1388,2913,1000,3806
"5208","ENSG00000122304","10_PRM2",0,0,0,0,0,0
"5209","ENSG00000122335","17_SERAC1",675,566,513,1278,594,1312
"5210","ENSG00000122359","18_ANXA11",2938,2726,2390,7792,9209,8782
"5211","ENSG00000122367","19_LDB3",922,838,801,27794,23464,31425
"5212","ENSG00000122375","12_OPN4",2,2,0,16,18,28
"5213","ENSG00000122376","11_SHLD2",956,1041,873,1673,624,1734
"5214","ENSG00000122378","14_PRXL2A",1572,1624,1365,7207,9115,7144
"5215","ENSG00000122386","10_ZNF205",402,352,304,591,517,522
"5216","ENSG00000122390","19_NAA60",1662,1415,1359,2516,2595,3272
"5217","ENSG00000122406","14_RPL5",6304,5300,5883,16197,34691,19164
"5218","ENSG00000122417","15_ODF2L",567,579,557,1573,2767,1489
"5219","ENSG00000122420","10_PTGFR",116,44,42,48,14,51
"5220","ENSG00000122432","17_SPATA1",1,1,8,13,32,16
"5221","ENSG00000122435","10_TRMT13",171,221,157,504,640,525
"5222","ENSG00000122477","12_LRRC39",293,215,188,1889,2691,1405
"5223","ENSG00000122481","17_RWDD3",287,352,236,1779,2989,1760
"5224","ENSG00000122482","21_ZNF644",2105,2276,1417,4677,3573,4628
"5225","ENSG00000122483","17_CCDC18",82,125,80,231,623,295
"5226","ENSG00000122484","9_RPAP2",462,445,409,1739,1568,1928
"5227","ENSG00000122490","19_SLC66A2",306,275,289,847,1124,1083
"5228","ENSG00000122507","21_BBS9",509,319,279,1533,1632,1486
"5229","ENSG00000122512","16_PMS2",666,476,354,863,914,1409
"5230","ENSG00000122515","15_ZMIZ2",778,665,1056,1726,1224,1959
"5231","ENSG00000122543","11_OCM",0,3,3,1,0,9
"5232","ENSG00000122545","20_SEPTIN7",7525,7381,5728,23547,24653,24389
"5233","ENSG00000122547","11_EEPD1",61,38,42,270,151,323
"5234","ENSG00000122548","5_KIAA0087",11,8,12,19,7,20
"5235","ENSG00000122550","18_KLHL7",3710,3162,2505,8714,4962,8311
"5236","ENSG00000122557","10_HERPUD2",819,797,678,978,743,1387
"5237","ENSG00000122565","19_CBX3",2497,2395,2619,7670,10319,7717
"5238","ENSG00000122566","21_HNRNPA2B1",8435,8924,6638,30076,19747,29799
"5239","ENSG00000122574","10_WIPF3",67,85,58,232,382,277
"5240","ENSG00000122584","13_NXPH1",2,1,0,10,5,23
"5241","ENSG00000122585","8_NPY",83,245,302,136,488,760
"5242","ENSG00000122591","12_FAM126A",4184,4068,2157,6542,1740,6853
"5243","ENSG00000122592","8_HOXA7",15,6,8,41,79,35
"5244","ENSG00000122641","11_INHBA",13687,13051,9513,4777,6430,6864
"5245","ENSG00000122642","11_FKBP9",6901,4750,4369,7270,5068,12837
"5246","ENSG00000122643","21_NT5C3A",429,617,419,1024,1685,1037
"5247","ENSG00000122644","13_ARL4A",486,539,451,1127,1397,930
"5248","ENSG00000122674","12_CCZ1",1771,1661,1445,4333,4012,4758
"5249","ENSG00000122678","17_POLM",198,196,207,506,452,501
"5250","ENSG00000122679","8_RAMP3",5,0,1,1,0,0
"5251","ENSG00000122687","19_MRM2",697,774,443,1792,1928,1789
"5252","ENSG00000122691","13_TWIST1",101,82,76,183,522,180
"5253","ENSG00000122692","9_SMU1",1168,1106,991,2506,2251,3089
"5254","ENSG00000122694","16_GLIPR2",1995,2040,1327,4220,7182,5527
"5255","ENSG00000122696","14_SLC25A51",198,242,142,382,502,518
"5256","ENSG00000122705","17_CLTA",4179,3522,3293,6621,12540,8139
"5257","ENSG00000122707","12_RECK",5079,5051,3236,3515,1724,4663
"5258","ENSG00000122711","9_SPINK4",3,0,0,1,0,1
"5259","ENSG00000122728","6_TAF1L",3,10,2,10,21,31
"5260","ENSG00000122729","19_ACO1",1541,904,1510,6094,2030,8195
"5261","ENSG00000122733","12_PHF24",87,128,32,361,88,243
"5262","ENSG00000122735","16_DNAI1",1,3,4,14,22,20
"5263","ENSG00000122741","16_DCAF10",1698,1246,1227,2639,1701,2839
"5264","ENSG00000122756","15_CNTFR",217,209,203,513,794,382
"5265","ENSG00000122778","9_KIAA1549",402,328,426,783,320,1022
"5266","ENSG00000122779","18_TRIM24",3995,3573,3179,9915,3649,9775
